NPI,TITLE,FAB_PROD,RET_PROD,PRODUCT,LOT,EXEC_SEQ,OPERATION,OPER_SHORT_DESC,OPER_LONG_DESC,OUT_DATE,LOT_PRIORITY_MOVEIN,AREA,MODULE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,527.0,254344,A-8S1ECRSI,A-P1278 CorSi SP1E NMT,2025-08-03 04:10:10,2.0,ANALYTICAL,AN-NCD
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,528.0,184679,M-8SPCR1 P,M-P1278 SPCR1 SRI API,2025-08-03 04:10:10,,METRO,DM-SRC6
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,529.0,202211,M-8PREDPMS,M-P1278 PRE DIMPLE MASS MEASUREMENT,2025-08-03 04:10:11,,METRO,DM-MMS
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,530.0,250311,E*8DIM CSI,E*P1278 COR-Si Rev93.01 DIMPLE,2025-08-03 05:02:44,2.0,ETCH,DE-EVAdi
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,531.0,204915,W 8DIMCLN1,W P1278 Dimple clean 1,2025-08-03 05:52:18,2.0,WET ETCH,WE-NSTwp
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,532.0,204916,W 8DIMCLN2,W P1278 Dimple clean 2,2025-08-03 06:09:19,2.0,WET ETCH,WE-NSTwn
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,533.0,202212,M-8PSTDPMS,M-P1278 PST DIMPLE MASS MEASUREMENT,2025-08-03 06:09:19,,METRO,DM-MMS
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,534.0,247706,A-8DIM93,A-P1278 R93 DIMP NMT,2025-08-03 06:17:51,2.0,ANALYTICAL,AN-NCD
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,535.0,183419,M-8ORLDIM,M-P1278 ORL DIMPLE INSPECT,2025-08-03 06:17:51,,METRO,DM-MACRO
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,536.0,183420,M-8DIMDISP,M-P1278 DIMPLE DISPOSITION,2025-08-03 06:17:51,,METRO,DM-DEF-MET
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,537.0,189013,Z 8RNDIF26,Z P1278 RANDOMIZE IN FOUP 26,2025-08-03 06:21:33,2.0,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,538.0,201135,T*8SOSOXD,T*P1278 SOS CRONUS OX DEP alt thk,2025-08-03 06:36:23,2.0,THIN FILMS,TD-CDThr
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,539.0,183642,Z 8SOS VRF,Z P1278 SOS Ox CDT VERIFY W,2025-08-03 06:36:23,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,540.0,241230,E 8SP2DSTG,E P1278 SP2D STAGING,2025-08-03 06:37:41,2.0,ETCH,DE-GSXme-STG
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,541.0,219415,D*8SP2D B,D*P1278 SPACER DEP 2 B,2025-08-03 16:30:19,2.0,DIFFUSION,DI-STVdi
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,542.0,255674,A-8S2DCRSI,A-P1278 Cor-Si SP2D NMT,2025-08-03 16:42:08,2.0,ANALYTICAL,AN-NCD
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,543.0,202213,M-8PRSP2MS,M-P1278 PRE TACOMA SP2 MASS MEASURE,2025-08-03 16:42:08,,METRO,DM-MMS
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,544.0,246010,E*8RDGSP2,E*P1278 GSXnc Ridge SP2E,2025-08-03 17:30:18,2.0,ETCH,DE-GSXnm
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,545.0,202214,M-8PTSP2MS,M-P1278 PST TACOMA SP2 MASS MEASURE,2025-08-03 17:30:19,,METRO,DM-MMS
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,546.0,215720,E 8ASP2E,E P1278 SP2E APT ASH,2025-08-03 17:40:29,2.0,ETCH,DE-APTde
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,547.0,240382,W 8SP2DLY,W P1278 Pre SP2 Clean Delay,2025-08-03 17:58:40,2.0,WET ETCH,WE-NSTwn-DLY
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,548.0,219416,W 8SOSC 2,W P1278 SOS ISO EB CLN Time 2,2025-08-03 18:25:27,2.0,WET ETCH,WE-NSTwn
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,549.0,232489,E*8SP2OXE,E*P1278 SP2 OX LINER ETCH,2025-08-03 18:53:14,2.0,ETCH,DE-EVAox
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,550.0,214155,M-8FTL S,M-P1278 FTL SCAN,2025-08-03 18:53:14,,METRO,DM-FTL
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,551.0,256934,M-8FTLOS,M-P1278 FTL OS SCAN,2025-08-03 18:53:14,,METRO,DM-FTL
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,552.0,146197,M-8SRC R,M-P1278 SRC REVIEW,2025-08-03 18:53:14,,METRO,DM-SRC6
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,553.0,254144,A-8S2ECRSI,A-P1278 R94.2 SP2E Cor-Si NCD,2025-08-03 20:18:52,2.0,ANALYTICAL,AN-NCD
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,554.0,143806,M-8SPCR P,M-P1278 POST SPACER ETCH API,2025-08-03 20:18:52,,METRO,DM-SRC6
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,555.0,143807,M-8SPCR S,M-P1278 POST SPACER ETCH SCAN,2025-08-03 21:31:45,2.0,METRO,DM-BPDPP
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,556.0,143808,M-8SPCR R,M-P1278 POST SPACER ETCH REVIEW,2025-08-03 21:48:55,2.0,METRO,DM-SRC6
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,557.0,143809,M-8SPCR C,M-P1278 POST SPACER ETCH CLASS,2025-08-03 22:24:32,2.0,METRO,DM-CLF
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,558.0,143807,M-8SPCR S,M-P1278 POST SPACER ETCH SCAN,2025-08-03 23:11:57,2.0,METRO,DM-BPDPP
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,559.0,143808,M-8SPCR R,M-P1278 POST SPACER ETCH REVIEW,2025-08-03 23:24:42,2.0,METRO,DM-SRC6
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,560.0,143809,M-8SPCR C,M-P1278 POST SPACER ETCH CLASS,2025-08-03 23:53:07,2.0,METRO,DM-CLF
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,561.0,180385,M-8ENGDISP,M-P1278 ENG DISPOSITION,2025-08-04 00:02:05,2.0,METRO,DM-DEF-MET
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,562.0,231191,M-8SPCR V,M-P1278 SPCR LOGIC BLOCK,2025-08-04 00:02:41,2.0,METRO,DM-LOGIC
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,563.0,189014,Z 8RNDIF27,Z P1278 RANDOMIZE IN FOUP 27,2025-08-04 00:08:16,2.0,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,564.0,179551,D*8OLYP1,D*P1278 OLY P DEPOSITION1,2025-08-04 00:19:55,2.0,DIFFUSION,DI-SATaa
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,565.0,180303,D*8ROXCAP1,D*P1278 PMOS ROX OXIDE CAP1,2025-08-04 00:34:41,2.0,DIFFUSION,DI-ROXoo
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,566.0,145052,E 8WITPASH,E P1278 WIT P FOX ASH,2025-08-04 00:50:43,2.0,ETCH,DE-RCLde
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,567.0,208662,M-8WPRSA1,M-P1278 WGT PRE SPIKE ANNEAL GEN 1,2025-08-04 00:50:43,,METRO,DM-WGT
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,568.0,145037,D*8WITPANL,D*P1278 WIT P ANNEAL,2025-08-04 01:02:10,2.0,DIFFUSION,DI-RVNsp
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,569.0,208663,M-8WPTSA1,M-P1278 WGT POST SPIKE ANNEAL GEN 1,2025-08-04 01:02:10,,METRO,DM-WGT
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,570.0,236020,W 8PS1BSC,W P1278 PRE PS1 BEVEL SCRUB,2025-08-04 01:10:41,2.0,WET ETCH,WE-DRTnb
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,571.0,236021,W 8PS1SCB,W P1278 PRE PS1 LITHO SCRUB,2025-08-04 10:37:49,2.0,WET ETCH,WE-DRTnc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,572.0,210654,L 8PS1 CH,L P1278 PS1 CARBON HARDMASK DEP,,,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,573.0,210656,L 8PS1 SA,L P1278 PS1 SiARC DEP,,,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,574.0,210621,L 8b PS1 S,"L P1278b PS1 SED (PLY,DPR)",,,LITHO,LI-SAVli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,575.0,257023,L-8PS1bW,L-P1278 b  PS1 DOCD MEAS,,,LITHO,LI-OCDlj
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,576.0,144185,Z 8ESD VRF,Z P1278 ESD VERIFY WFR TO LOT ACCR,,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,577.0,210623,L-8 PS1bCD,L-P1278 b PS1 DCCD MEASURE,,,LITHO,LI-SEMli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,578.0,210637,L-8b PS1 R,"L-P1278b PS1 REG (PLY,DPR)",,,LITHO,LI-REGfe
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,579.0,250920,E*8PS1TLEa,E*P1278 PS1 TLE ETCH a,,,ETCH,DE-GTTto
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,580.0,180247,W*8WIT PRC,W*P1278 PMOS WIT PRE CLEAN,,,WET ETCH,WE-NSTwp
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,581.0,179406,W*8PWT RE,W*P1278 PEPI WIT REMOVAL,,,WET ETCH,WE-NSTwn
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,582.0,217537,L-8ESDbaZ,L-P1278 ba  ESD FOCD MEAS,,,LITHO,LI-OCDlj
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,583.0,217139,Z 8ESDFVRF,Z P1278 ESD FOCD VERIFY WFR,,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,584.0,263269,L-8PS1hFC,L-P1278 PS1 h FCCD MEASURE,,,LITHO,LI-SEMli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,585.0,250940,L-8PS1 NE,L-P1278 PS1 NZO AEI MEASURE,,,LITHO,LI-eOVli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,586.0,261617,A-8h P1TLE,A-P1278h PS1 TLE NCD,,,ANALYTICAL,AN-NCD
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,587.0,256833,E*8EUC1H,E*P1278 PEUC1 DEA ETCH H,,,ETCH,DE-DEAff
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,588.0,207612,E 8PUC APT,E P1278 PMOS POST EUC ASH APT,,,ETCH,DE-APTde
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,589.0,179407,W 8PEUC C,W P1278 PEPI UNDERCUT ETCH PST CLN,,,WET ETCH,WE-NSTwp
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,590.0,261618,A-8hP1EUC1,A-P1278h POST PS1EUC APC NCD1,,,ANALYTICAL,AN-NCD
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,591.0,144248,E 8PUC STG,E P1278 PMOS UNDERCUT STAGE,,,ETCH,DE-DEAff-STG
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,592.0,231092,W*8PESD P1,W*P1278 Brownie PEPI Preclean 1,,,WET ETCH,WE-NSTwn
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,593.0,268450,E*8EUC2Hp,E*P1278 PEUC2 DEA ETCH H p,,,ETCH,DE-DEAff
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,594.0,268579,A-8hP1EUC3,A-P1278h POST PS1EUC APC NCD3,,,ANALYTICAL,AN-NCD
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,595.0,229027,D 8P1STG,D P1278 EDT PS1 S/D DEP STAGING,,,DIFFUSION,TF-EDNpc-STG
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,596.0,231093,W*8PESD P2,W*P1278 Brownie PEPI Preclean 2,,,WET ETCH,WE-NSTwn
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,597.0,269328,D*8P1DEP_4,D*P1278 EDT PS1 S/D DEP 4,,,DIFFUSION,TF-EDNpc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,598.0,246381,A-8q PS1D,A-P1278q POST PS1 EPI NCD,,,ANALYTICAL,AN-NCD
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,599.0,237196,A-8ZXP PS1,A-P1278 ZXP PS1 DEP,,,ANALYTICAL,AN-ZXPdt
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,600.0,179409,W*8PWTRMC,W*P1278 PEPI WIT REM CLEAN,,,WET ETCH,WE-NSTwp
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,601.0,179410,W*8WITLNR,W*P1278 WIT LNR REMOVAL,,,WET ETCH,WE-NSTwn
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,602.0,143814,M-8UFRBSIN,M-P1278 PRE UFR BACK SIDE INSPECT,,,METRO,DM-MACRO
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,603.0,180260,D-8UFRORL,D-P1278 PRE UFR BACK SIDE ORL DISP,,,DIFFUSION,DI-UFRdu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,604.0,180862,M-8UFRXMES,M-P1278 PRE UFR XME SCAN,,,METRO,DM-XME
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,605.0,180261,D-8UFRXME,D-P1278 PRE UFR XME DISPO,,,DIFFUSION,DI-UFRdu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,606.0,180262,D*8 TSDAL,D*P1278 TSOURCE DRAIN FLASH ANNEAL,,,DIFFUSION,DI-UFRdu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,607.0,180079,W 8UFRSCB,W P1278 POST PUFR SCRUB,,,WET ETCH,WE-DRTnc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,608.0,143815,M-8PESD P,M-P1278 POST PESD DEPOSITION API,,,METRO,DM-SRC6
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,609.0,143816,M-8PESD S,M-P1278 POST PESD DEPOSITION SCAN,,,METRO,DM-BPDPP
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,610.0,143817,M-8PESD R,M-P1278 POST PESD DEPOSITION REVIEW,,,METRO,DM-SRYtm
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,611.0,143818,M-8PESD C,M-P1278 POST PESD DEPOSITION CLASS,,,METRO,DM-CLF
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,612.0,182742,M-8PMEF P,M-P1278 PMEF API,,,METRO,DM-SRC6
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,613.0,228863,D*8OLYP2,D*P1278 OLY PS2 DEPOSITION1,,,DIFFUSION,DI-SATaa
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,614.0,230518,D*8ROXCAP3,D*P1278 PMOS ROX OXIDE CAP2,,,DIFFUSION,DI-ROXoo
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,615.0,230832,E 8WIT2ASH,E P1278 PS2 WIT FOX ASH,,,ETCH,DE-RCLde
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,616.0,208662,M-8WPRSA1,M-P1278 WGT PRE SPIKE ANNEAL GEN 1,,,METRO,DM-WGT
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,617.0,244871,D*8WITPS2a,D*P1278 WIT PS2 ANNEAL_a,,,DIFFUSION,DI-RVNsp
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,618.0,208663,M-8WPTSA1,M-P1278 WGT POST SPIKE ANNEAL GEN 1,,,METRO,DM-WGT
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,619.0,230516,W 8PS2BSC,W P1278 PRE PS2 BEVEL SCRUB,,,WET ETCH,WE-DRTnb
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,620.0,230517,W 8PS2SCB,W P1278 PRE PS2 LITHO SCRUB,,,WET ETCH,WE-DRTnc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,621.0,210655,L 8PS2 CH,L P1278 PS2 CARBON HARDMASK DEP,,,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,622.0,210657,L 8PS2 SA,L P1278 PS2 SiARC DEP,,,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,623.0,210622,L 8b PS2 S,"L P1278b PS2 SED (PLY,DPR)",,,LITHO,LI-SAVli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,624.0,257024,L-8PS2bW,L-P1278 b  PS2 DOCD MEAS,,,LITHO,LI-OCDlj
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,625.0,144185,Z 8ESD VRF,Z P1278 ESD VERIFY WFR TO LOT ACCR,,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,626.0,256966,L-8 PS2cCD,L-P1278 PS2 c DCCD MEASURE,,,LITHO,LI-SEMli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,627.0,210638,L-8b PS2 R,"L-P1278b PS2 REG (PLY,DPR)",,,LITHO,LI-REGfe
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,628.0,250922,E*8PS2TLEa,E*P1278 PS2 TLE ETCH a,,,ETCH,DE-GTTto
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,629.0,230873,W*8WI2 PRC,W*P1278 PS2 WIT PRE CLEAN,,,WET ETCH,WE-NSTwp
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,630.0,248213,W*8PW2REMa,W*P1278 PS2 WIT REMOVAL a,,,WET ETCH,WE-NSTwn
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,631.0,264151,L-8PS2f FC,L-P1278 PS2 f FCCD MEASURE,,,LITHO,LI-SEMli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,632.0,250941,L-8PS2 NE,L-P1278 PS2 NZO AEI MEASURE,,,LITHO,LI-eOVli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,633.0,263098,A-8p P2TLE,A-P1278p PS2 TLE NCD PPN,,,ANALYTICAL,AN-NCD
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,634.0,229026,E 8PS2 APT,E P1278 POST PS2 EUC ASH APT,,,ETCH,DE-APTde
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,635.0,231025,W 8P2UC C,W P1278 PS2 UNDERCUT ETCH PST CLN,,,WET ETCH,WE-NSTwp
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,636.0,229465,E 8P2U STG,E P1278 PS2 UNDERCUT STAGING,,,ETCH,DE-DEAfs-STG
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,637.0,238691,E*8PS2PC1,E*P1278 PS2 PRECLEAN 1,,,ETCH,DE-DEAfs
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,638.0,238692,E*8PS2PC2,E*P1278 PS2 PRECLEAN 2,,,ETCH,DE-DEAfs
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,639.0,263099,A-8pP2EUC,A-P1278p PS2 EUC NCD PPN,,,ANALYTICAL,AN-NCD
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,640.0,229029,D 8P2STG,D P1278 EDT PS2 S/D DEP STAGING,,,DIFFUSION,TF-EDNpc-STG
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,641.0,248214,W*8PESD Pa,W*P1278 Dual PEPI PS2 Preclean a,,,WET ETCH,WE-NSTwn
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,642.0,247913,D*8P2DEP_3,D*P1278 EDT PS2 S/D DEP 3,,,DIFFUSION,TF-EDNpc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,643.0,263101,A-8p PS2D,A-P1278p PS2 EPI NCD PPN,,,ANALYTICAL,AN-NCD
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,644.0,237197,A-8ZXP PS2,A-P1278 ZXP PS2 DEP,,,ANALYTICAL,AN-ZXPdt
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,645.0,264174,W*8PW2RMCb,W*P1278 PS2 WIT REM CLEAN b,,,WET ETCH,WE-NSTwp
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,646.0,247188,W*8PS2WITR,W*P1278 PS2 WIT REM,,,WET ETCH,WE-KSTwa
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,647.0,214155,M-8FTL S,M-P1278 FTL SCAN,,,METRO,DM-FTL
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,648.0,256934,M-8FTLOS,M-P1278 FTL OS SCAN,,,METRO,DM-FTL
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,649.0,146197,M-8SRC R,M-P1278 SRC REVIEW,,,METRO,DM-SRC6
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,650.0,179552,D*8OLYN1,D*P1278 OLY N DEPOSITION1,,,DIFFUSION,DI-SATaa
